SDAccel Profile Summary
Generated on: 2019-09-05 05:59:04
Msec since Epoch: 1567646944244
Profiled application: FinalImplementation.exe
Target platform: Xilinx
Tool version: 2018.3
Target devices: xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0
Flow mode: CPU Emulation

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clEnqueueReadBuffer,28,6806.82,13.1139,243.101,617.203,
clEnqueueWriteBuffer,84,371.074,0.136839,4.41755,59.0893,
clSetKernelArg,236,266.137,0.006592,1.1277,62.4103,
clCreateProgramWithBinary,1,78.9212,78.9212,78.9212,78.9212,
clFinish,28,44.5407,0.009426,1.59074,26.7675,
clEnqueueNDRangeKernel,28,6.82977,0.122958,0.24392,1.22982,
clReleaseKernel,4,3.73818,0.29424,0.934545,1.38456,
clGetPlatformIDs,2,2.15635,0.010829,1.07818,2.14552,
clCreateBuffer,112,1.85222,0.007701,0.0165377,0.10704,
clReleaseMemObject,112,1.04938,0.006468,0.00936946,0.022764,
clCreateKernel,4,0.095085,0.01309,0.0237713,0.049827,
clReleaseProgram,1,0.058109,0.058109,0.058109,0.058109,
clGetDeviceIDs,2,0.028793,0.010063,0.0143965,0.01873,
clGetDeviceInfo,2,0.027286,0.011882,0.013643,0.015404,
clCreateContext,1,0.024853,0.024853,0.024853,0.024853,
clCreateCommandQueue,1,0.023481,0.023481,0.023481,0.023481,
clRetainDevice,2,0.023305,0.010652,0.0116525,0.012653,
clGetPlatformInfo,2,0.021832,0.009678,0.010916,0.012154,
clReleaseDevice,2,0.020243,0.010025,0.0101215,0.010218,
clReleaseCommandQueue,1,0.012903,0.012903,0.012903,0.012903,
clReleaseContext,1,0.011184,0.011184,0.011184,0.011184,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
avgPool,1,12.0735,12.0735,12.0735,12.0735,
convolute,1,90.7336,90.7336,90.7336,90.7336,
depthwise,13,231.822,2.45574,17.8325,43.0659,
pointwise,13,4832.91,204.733,371.763,502.142,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,avgPool_1,avgPool,1024:1:1,1024:1:1,1,7737.93,7737.93,7737.93,7737.93,300,
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,convolute_1,convolute,112:112:1,112:112:1,1,192.939,192.939,192.939,192.939,300,
